id,gender,age_group,goc
11521,Men,Young,Low
11522,Women,Older,Low
11523,Men,Young,Low
11524,Women,Middle,High
11525,Men,Middle,Low
11526,Women,Older,Low
11527,Women,Older,Low
11528,Women,Older,High
11529,Women,Older,High
11530,Women,Older,Mid
11531,Men,Young,Mid
11532,Men,Young,High
11533,Women,Middle,Mid
11534,Women,Middle,Mid
11535,Men,Middle,Low
11536,Women,Older,Low
11537,Men,Young,Mid
11538,Women,Older,Low
11539,Men,Middle,Low
11540,Men,Middle,High
11541,Men,Young,Low
11542,Women,Older,Mid
11543,Women,Older,Low
11544,Men,Young,Low
11545,Women,Older,High
11546,Men,Middle,Low
11547,Men,Middle,Mid
11548,Men,Young,High
11549,Men,Middle,Low
11550,Men,Young,Low
11551,Women,Older,Mid
11552,Men,Young,Low
11553,Men,Young,Low
11554,Women,Older,Mid
11555,Men,Young,Low
11556,Men,Young,Low
11557,Men,Young,Low
11558,Men,Young,Low
11559,Men,Young,Mid
11560,Women,Middle,Mid
11561,Women,Older,Low
11562,Men,Young,High
11563,Men,Young,Low
11564,Women,Older,Low
11565,Women,Middle,Mid
11566,Men,Middle,Low
11567,Men,Middle,Mid
11568,Women,Older,High
11569,Men,Young,Mid
11570,Men,Young,Low
11571,Men,Young,High
11572,Women,Middle,Low
11573,Men,Young,Low
11574,Women,Middle,High
11575,Men,Young,Low
11576,Men,Middle,Low
11577,Women,Older,High
11578,Women,Middle,Low
11579,Women,Older,Mid
11580,Women,Older,Mid
11581,Women,Older,Mid
11582,Women,Middle,Mid
11583,Men,Young,Mid
11584,Men,Middle,Mid
11585,Men,Young,High
11586,Women,Older,Mid
11587,Women,Older,High
11588,Women,Older,Low
11589,Women,Older,Low
11590,Women,Middle,Mid
11591,Men,Young,Low
11592,Women,Older,Low
11593,Men,Young,Low
11594,Women,Older,Mid
11595,Women,Older,Mid
11596,Women,Older,Low
11597,Women,Older,High
11598,Women,Older,Low
11599,Men,Young,High
11600,Men,Young,Mid
11601,Men,Middle,Low
11602,Men,Middle,Low
11603,Women,Older,High
11604,Women,Middle,Mid
11605,Men,Young,Low
11606,Women,Older,Low
11607,Men,Young,Mid
11608,Women,Older,Low
11609,Women,Middle,Mid
11610,Women,Older,High
11611,Men,Middle,Low
11612,Women,Older,Low
11613,Men,Middle,High
11614,Men,Young,Low
11615,Men,Young,Mid
11616,Women,Middle,Low
11617,Women,Middle,Low
11618,Women,Older,Low
11619,Women,Middle,Mid
11620,Men,Young,Low
11621,Women,Middle,High
11622,Women,Middle,High
11623,Men,Young,Mid
11624,Women,Older,High
11625,Women,Older,Mid
11626,Men,Young,Low
11627,Women,Middle,High
11628,Men,Young,Low
11629,Men,Middle,Low
11630,Men,Young,Low
11631,Women,Older,High
11632,Women,Older,Low
11633,Women,Middle,Low
11634,Men,Middle,Low
11635,Women,Older,Low
11636,Men,Young,High
11637,Women,Older,Mid
11638,Women,Older,Low
11639,Men,Middle,Low
11640,Men,Middle,Mid
11641,Women,Middle,Low
11642,Women,Older,Mid
11643,Men,Young,Mid
11644,Women,Older,Low
11645,Women,Older,Mid
11646,Women,Middle,Low
11647,Men,Young,Mid
11648,Men,Young,High
11649,Men,Young,Low
11650,Women,Older,Mid
11651,Women,Middle,Low
11652,Men,Middle,High
11653,Women,Older,Low
11654,Women,Middle,Low
11655,Women,Older,Low
11656,Women,Middle,Mid
11657,Men,Young,Mid
11658,Women,Middle,Mid
11659,Women,Older,High
11660,Men,Middle,High
11661,Men,Young,Low
11662,Women,Middle,Mid
11663,Women,Older,Mid
11664,Men,Young,Mid
11665,Women,Older,High
11666,Men,Middle,High
11667,Men,Middle,Low
11668,Women,Older,Low
11669,Women,Older,High
11670,Women,Older,Mid
11671,Men,Young,High
11672,Women,Older,High
11673,Men,Middle,Low
11674,Men,Young,High
11675,Women,Older,High
11676,Men,Young,Mid
11677,Men,Middle,Mid
11678,Men,Young,Low
11679,Men,Young,Low
11680,Women,Older,Mid
11681,Men,Middle,High
11682,Women,Older,Low
11683,Men,Middle,High
11684,Women,Older,Mid
11685,Women,Middle,Low
11686,Men,Young,Low
11687,Women,Middle,High
11688,Women,Older,Low
11689,Women,Older,Mid
11690,Women,Older,High
11691,Men,Middle,High
11692,Women,Older,High
11693,Women,Middle,Mid
11694,Men,Young,Low
11695,Men,Young,High
11696,Women,Older,Mid
11697,Men,Young,Mid
11698,Men,Young,Low
11699,Women,Older,Low
11700,Men,Young,Low
11701,Women,Middle,Low
11702,Women,Middle,Mid
11703,Women,Middle,Low
11704,Men,Middle,Low
11705,Men,Middle,Mid
11706,Men,Middle,Low
11707,Men,Young,Mid
11708,Women,Older,Low
11709,Men,Young,Mid
11710,Women,Older,Mid
11711,Women,Older,High
11712,Women,Older,High
11713,Women,Middle,Low
11714,Men,Young,High
11715,Women,Older,Mid
11716,Women,Older,Mid
11717,Women,Older,Low
11718,Men,Middle,Low
11719,Men,Middle,Low
11720,Women,Older,Mid
11721,Women,Middle,Mid
11722,Men,Middle,Low
11723,Men,Young,Low
11724,Women,Older,Low
11725,Men,Young,Low
11726,Women,Middle,High
11727,Men,Middle,Low
11728,Women,Middle,High
11729,Women,Middle,Mid
11730,Women,Older,Mid
11731,Men,Young,Low
11732,Men,Young,Low
11733,Women,Older,Mid
11734,Men,Young,Low
11735,Women,Older,High
11736,Men,Young,Mid
11737,Women,Middle,High
11738,Men,Middle,Mid
11739,Women,Middle,Mid
11740,Women,Older,Low
11741,Men,Young,Mid
11742,Men,Young,Low
11743,Women,Older,Mid
11744,Women,Older,Mid
11745,Women,Older,Low
11746,Women,Older,Low
11747,Men,Young,Low
11748,Men,Young,High
11749,Men,Middle,Low
11750,Women,Older,Mid
11751,Men,Young,Low
11752,Women,Older,Mid
11753,Men,Young,High
11754,Women,Middle,Low
11755,Women,Older,Mid
11756,Men,Middle,High
11757,Women,Older,High
11758,Men,Young,Low
11759,Men,Young,Low
11760,Women,Older,Low
11761,Men,Middle,Low
11762,Men,Middle,High
11763,Men,Middle,Low
11764,Men,Young,Low
11765,Men,Middle,Mid
11766,Men,Young,Mid
11767,Women,Older,High
11768,Women,Older,Low
11769,Men,Middle,Mid
11770,Men,Middle,Mid
11771,Women,Older,Mid
11772,Women,Middle,Low
11773,Men,Young,Low
11774,Men,Middle,Low
11775,Men,Young,Low
11776,Women,Older,Mid
11777,Women,Older,Mid
11778,Men,Young,Mid
11779,Men,Young,Mid
11780,Women,Older,Low
11781,Men,Young,Low
11782,Women,Middle,Low
11783,Men,Middle,Low
11784,Women,Older,Low
11785,Women,Older,Low
11786,Men,Young,High
11787,Men,Young,Low
11788,Men,Young,High
11789,Women,Middle,Mid
11790,Men,Middle,Low
11791,Women,Older,Mid
11792,Men,Young,Low
11793,Men,Middle,Mid
11794,Women,Older,Mid
11795,Men,Young,Low
11796,Men,Middle,Low
11797,Men,Middle,Low
11798,Men,Young,Low
11799,Women,Older,Mid
11800,Men,Young,Low
11801,Women,Middle,Low
11802,Women,Older,Low
11803,Men,Middle,Mid
11804,Men,Young,Mid
11805,Women,Older,Low
11806,Women,Older,Mid
11807,Women,Older,Mid
11808,Women,Older,Low
11809,Men,Young,Mid
11810,Men,Young,Low
11811,Women,Middle,Mid
11812,Women,Middle,Mid
11813,Men,Young,High
11814,Men,Middle,High
11815,Men,Middle,Low
11816,Women,Older,Low
11817,Women,Older,Mid
11818,Men,Young,Low
11819,Women,Middle,Mid
11820,Women,Older,Low
11821,Men,Young,Mid
11822,Women,Older,Low
11823,Men,Young,Mid
11824,Women,Middle,Mid
11825,Men,Young,Low
11826,Women,Older,High
11827,Men,Young,Mid
11828,Men,Young,High
11829,Men,Young,Low
11830,Women,Middle,Low
11831,Women,Older,Mid
11832,Women,Older,High
11833,Women,Older,High
11834,Women,Middle,Low
11835,Men,Middle,High
11836,Men,Young,Low
11837,Men,Middle,Mid
11838,Men,Young,Low
11839,Women,Middle,Low
11840,Women,Older,Low
11841,Women,Older,Low
11842,Men,Middle,Low
11843,Women,Older,High
11844,Women,Older,Mid
11845,Men,Young,Mid
11846,Men,Young,Mid
11847,Men,Young,Low
11848,Men,Young,High
11849,Women,Middle,Mid
11850,Men,Young,Mid
11851,Men,Young,Low
11852,Men,Young,Low
11853,Women,Older,Mid
11854,Women,Older,Mid
11855,Men,Young,Low
11856,Women,Older,Low
11857,Women,Older,Low
11858,Women,Older,Low
11859,Men,Middle,Low
11860,Women,Older,High
11861,Women,Older,Low
11862,Women,Older,Low
11863,Men,Young,Mid
11864,Men,Young,Low
11865,Men,Young,Low
11866,Women,Older,Mid
11867,Women,Older,Mid
11868,Men,Young,Mid
11869,Women,Older,High
11870,Women,Older,Mid
11871,Men,Young,Low
11872,Women,Older,Low
11873,Men,Young,Low
11874,Men,Young,High
11875,Men,Middle,High
11876,Women,Middle,Mid
11877,Men,Middle,Low
11878,Men,Young,Low
11879,Women,Older,Mid
11880,Men,Older,Mid
11881,Men,Older,Mid
11882,Men,Older,Mid
11883,Women,Middle,Low
11884,Men,Young,Low
11885,Men,Middle,Low
11886,Men,Young,Mid
11887,Men,Young,Low
11888,Men,Older,Mid
11889,Men,Older,High
11890,Men,Middle,High
11891,Women,Middle,Low
11892,Men,Middle,Low
11893,Men,Older,Low
11894,Men,Older,High
11895,Men,Young,High
11896,Women,Middle,Low
11897,Men,Young,Mid
11898,Men,Young,Mid
11899,Women,Middle,Low
11900,Men,Young,Low
11901,Men,Young,High
11902,Men,Young,Low
11903,Men,Young,Mid
11904,Men,Older,Low
11905,Men,Middle,High
11906,Men,Middle,Mid
11907,Women,Middle,Low
11908,Women,Middle,Mid
11909,Men,Older,Mid
11910,Men,Older,Low
11911,Men,Middle,Low
11912,Men,Older,High
11913,Men,Older,Mid
11914,Men,Older,Mid
11915,Men,Middle,Low
11916,Men,Young,Mid
11917,Men,Older,Low
11918,Men,Older,Mid
11919,Men,Young,Low
11920,Men,Middle,Mid
11921,Men,Older,Mid
11922,Men,Older,Mid
11923,Men,Older,Low
11924,Women,Middle,Mid
11925,Men,Middle,Mid
11926,Men,Older,Mid
11927,Men,Young,Low
11928,Women,Middle,Mid
11929,Women,Middle,High
11930,Men,Older,High
11931,Men,Older,High
11932,Men,Older,High
11933,Men,Young,Low
11934,Men,Young,High
11935,Men,Older,Low
11936,Men,Young,Mid
11937,Men,Middle,Mid
11938,Men,Young,Low
11939,Men,Older,Low
11940,Men,Older,Low
11941,Men,Young,Mid
11942,Men,Older,Low
11943,Men,Older,Low
11944,Men,Older,Low
11945,Men,Older,Mid
11946,Women,Middle,Low
11947,Men,Older,High
11948,Men,Young,High
11949,Men,Young,High
11950,Men,Young,Mid
11951,Men,Older,High
11952,Men,Middle,Low
11953,Men,Young,High
11954,Women,Middle,Low
11955,Women,Middle,Mid
11956,Men,Older,Mid
11957,Women,Middle,Low
11958,Men,Older,High
11959,Men,Older,High
11960,Men,Young,Low
11961,Women,Middle,Mid
11962,Men,Young,Low
11963,Men,Young,Mid
11964,Men,Older,Mid
11965,Men,Young,Low
11966,Men,Young,High
11967,Men,Young,Low
11968,Men,Young,Mid
11969,Men,Middle,Low
11970,Men,Older,High
11971,Men,Middle,Low
11972,Women,Middle,High
11973,Men,Older,High
11974,Men,Young,Low
11975,Women,Middle,Mid
11976,Men,Middle,Low
11977,Women,Middle,Mid
11978,Men,Young,Low
11979,Women,Middle,Low
11980,Men,Young,High
11981,Men,Middle,Mid
11982,Men,Older,Mid
11983,Men,Young,Low
11984,Men,Middle,Low
11985,Women,Middle,High
11986,Men,Older,Low
11987,Men,Young,Low
11988,Men,Young,Low
11989,Men,Older,Low
11990,Men,Middle,Low
11991,Men,Older,Mid
11992,Men,Young,Low
11993,Men,Young,Low
11994,Men,Young,Mid
11995,Men,Older,Low
11996,Women,Middle,Low
11997,Men,Older,Mid
11998,Women,Middle,Mid
11999,Men,Older,High
12000,Women,Middle,Mid
12001,Men,Older,Mid
12002,Men,Young,Low
12003,Men,Older,High
12004,Men,Young,Low
12005,Men,Middle,Mid
12006,Men,Young,Mid
12007,Women,Middle,Low
12008,Men,Young,Mid
12009,Men,Young,Mid
12010,Women,Middle,High
12011,Men,Young,Low
12012,Men,Young,Low
12013,Men,Middle,Mid
12014,Men,Middle,Low
12015,Men,Older,High
12016,Men,Middle,Low
12017,Women,Middle,Low
12018,Men,Older,High
12019,Men,Older,Mid
12020,Women,Middle,Mid
12021,Men,Middle,Low
12022,Men,Young,High
12023,Men,Middle,Low
12024,Women,Middle,High
12025,Men,Older,High
12026,Men,Older,Low
12027,Men,Young,Mid
12028,Men,Young,Low
12029,Men,Young,Low
12030,Men,Middle,Low
12031,Men,Young,High
12032,Men,Young,Low
12033,Men,Older,Mid
12034,Men,Young,Low
12035,Men,Older,Low
12036,Men,Young,Low
12037,Men,Older,Mid
12038,Women,Middle,High
12039,Women,Middle,High
12040,Men,Young,Mid
12041,Men,Young,Mid
12042,Men,Young,High
12043,Men,Young,High
12044,Women,Middle,High
12045,Men,Young,Low
12046,Men,Older,High
12047,Men,Young,Low
12048,Men,Young,Low
12049,Women,Middle,High
12050,Men,Young,Mid
12051,Men,Older,Low
12052,Men,Middle,Mid
12053,Women,Middle,High
12054,Men,Older,Low
12055,Men,Middle,Mid
12056,Men,Middle,Mid
12057,Women,Middle,Mid
12058,Men,Young,Low
12059,Men,Middle,Mid
12060,Men,Older,Low
12061,Men,Young,Low
12062,Men,Older,High
12063,Men,Young,Low
12064,Women,Middle,Mid
12065,Men,Older,Mid
12066,Men,Older,Mid
12067,Men,Older,Low
12068,Men,Older,High
12069,Men,Young,Low
12070,Men,Young,Low
12071,Men,Older,High
12072,Men,Older,Mid
12073,Men,Young,Low
12074,Men,Older,High
12075,Men,Young,High
12076,Men,Older,Low
12077,Men,Middle,High
12078,Women,Middle,Low
12079,Women,Middle,Low
12080,Men,Older,Low
12081,Men,Older,High
12082,Men,Middle,Low
12083,Men,Young,Low
12084,Women,Middle,Low
12085,Men,Young,Low
12086,Women,Middle,Mid
12087,Men,Young,Low
12088,Men,Middle,Low
12089,Men,Older,Mid
12090,Women,Middle,Low
12091,Women,Middle,Low
12092,Men,Young,Low
12093,Men,Older,Mid
12094,Men,Older,Mid
12095,Men,Young,Mid
12096,Men,Older,High
12097,Women,Middle,Low
12098,Women,Middle,Mid
12099,Women,Middle,Mid
12100,Men,Young,Mid
12101,Men,Older,Mid
12102,Men,Young,Low
12103,Women,Middle,Low
12104,Men,Older,High
12105,Men,Young,Low
12106,Men,Middle,High
12107,Men,Middle,Low
12108,Men,Young,Low
12109,Men,Young,Low
12110,Women,Middle,Mid
12111,Men,Older,Low
12112,Men,Older,Low
12113,Men,Young,Low
12114,Men,Young,Mid
12115,Men,Young,High
12116,Men,Older,High
12117,Men,Young,Low
12118,Women,Middle,Low
12119,Men,Older,High
12120,Men,Young,Low
12121,Women,Middle,Mid
12122,Men,Older,Mid
12123,Men,Middle,Mid
12124,Men,Young,Mid
12125,Men,Young,Mid
12126,Men,Older,Low
12127,Men,Middle,Low
12128,Men,Young,Low
12129,Men,Young,Low
12130,Men,Young,Low
12131,Men,Young,Mid
12132,Men,Older,High
12133,Men,Young,Low
12134,Men,Older,Mid
12135,Women,Middle,Mid
12136,Men,Young,Low
12137,Men,Young,Low
12138,Men,Older,Mid
12139,Men,Middle,Low
12140,Men,Older,High
12141,Men,Middle,Low
12142,Men,Young,High
12143,Men,Older,Mid
12144,Men,Middle,Low
12145,Men,Young,Mid
12146,Men,Young,High
12147,Women,Middle,Low
12148,Men,Older,Low
12149,Men,Older,Mid
12150,Men,Older,High
12151,Men,Older,Low
12152,Women,Middle,Mid
12153,Men,Young,Low
12154,Men,Middle,Low
12155,Men,Young,High
12156,Women,Middle,Low
12157,Men,Young,Low
12158,Men,Young,Mid
12159,Men,Older,Mid
12160,Men,Middle,Low
12161,Men,Young,High
12162,Women,Middle,Low
12163,Men,Older,Low
12164,Men,Middle,Low
12165,Men,Middle,Low
12166,Men,Young,Low
12167,Men,Middle,Low
12168,Men,Older,High
12169,Men,Older,Low
12170,Men,Young,Low
12171,Men,Older,Mid
12172,Women,Middle,High
12173,Women,Middle,Low
12174,Men,Older,Low
12175,Men,Older,High
12176,Women,Middle,Mid
12177,Men,Young,Mid
12178,Men,Middle,Low
12179,Men,Young,Mid
12180,Men,Older,Mid
12181,Men,Young,Low
12182,Men,Young,Low
12183,Men,Older,Mid
12184,Men,Older,Low
12185,Men,Young,Low
12186,Men,Young,Mid
12187,Men,Young,Low
12188,Men,Older,Mid
12189,Men,Older,Low
12190,Men,Young,Mid
12191,Women,Middle,High
12192,Men,Older,Low
12193,Men,Older,Low
12194,Men,Young,Low
12195,Men,Young,Low
12196,Men,Middle,Mid
12197,Women,Middle,Low
12198,Men,Middle,High
12199,Men,Young,Mid
12200,Men,Young,Low
12201,Men,Young,Low
12202,Men,Older,High
12203,Men,Young,Low
12204,Women,Middle,Low
12205,Women,Middle,Mid
12206,Women,Middle,Mid
12207,Men,Older,Low
12208,Women,Middle,Mid
12209,Women,Middle,Low
12210,Men,Older,High
12211,Men,Older,High
12212,Men,Older,High
12213,Women,Middle,High
12214,Men,Middle,Mid
12215,Women,Middle,Low
12216,Men,Young,Low
12217,Men,Young,Low
12218,Men,Older,Mid
12219,Women,Middle,Mid
12220,Women,Middle,Low
12221,Women,Middle,Low
12222,Men,Middle,Low
12223,Women,Middle,Mid
12224,Men,Young,High
12225,Men,Young,High
12226,Men,Older,High
12227,Men,Older,Mid
12228,Men,Older,High
12229,Men,Young,Low
12230,Men,Middle,Mid
12231,Men,Older,Mid
12232,Men,Young,High
12233,Men,Middle,Mid
12234,Men,Middle,Mid
12235,Men,Young,Mid
12236,Women,Middle,Low
12237,Men,Young,High
12238,Men,Older,Low
12239,Men,Middle,Mid
12240,Men,Middle,High
12241,Men,Older,Mid
12242,Women,Middle,Mid
12243,Women,Middle,High
12244,Men,Older,Mid
12245,Men,Older,Low
12246,Men,Older,Low
12247,Women,Middle,Low
12248,Men,Older,High
12249,Men,Older,High
12250,Men,Older,Mid
12251,Men,Older,High
12252,Men,Middle,Mid
12253,Men,Young,High
12254,Men,Older,High
12255,Men,Older,Mid
12256,Men,Young,Mid
12257,Men,Older,High
12258,Men,Young,Low
12259,Men,Young,Mid
12260,Men,Young,Mid
12261,Men,Middle,Low
12262,Men,Young,Mid
12263,Women,Middle,High
12264,Men,Older,Mid
12265,Men,Older,High
12266,Women,Middle,Mid
12267,Men,Older,High
12268,Men,Older,High
12269,Women,Middle,Low
12270,Men,Young,High
12271,Women,Middle,Low
12272,Men,Young,Mid
12273,Men,Older,High
12274,Men,Middle,Low
12275,Men,Older,Mid
12276,Men,Older,Low
12277,Men,Middle,Low
12278,Men,Young,High
12279,Men,Older,Low
12280,Men,Young,Mid
12281,Men,Young,Low
12282,Men,Middle,Mid
12283,Men,Young,High
12284,Men,Older,Low
12285,Men,Older,High
12286,Women,Middle,Low
12287,Men,Young,Mid
12288,Women,Middle,Low
12289,Men,Young,High
12290,Men,Middle,Low
12291,Men,Older,Mid
12292,Women,Middle,Low
12293,Men,Young,Mid
12294,Men,Young,High
12295,Men,Middle,Low
12296,Women,Middle,Mid
12297,Women,Middle,Mid
12298,Men,Young,Low
12299,Men,Older,Low
12300,Men,Middle,High
12301,Men,Young,Low
12302,Women,Middle,High
12303,Men,Young,Low
12304,Women,Middle,Mid
12305,Men,Middle,Mid
12306,Men,Middle,High
12307,Men,Older,Low
12308,Men,Young,High
12309,Men,Young,Mid
12310,Men,Middle,Low
12311,Women,Middle,Low
12312,Men,Older,Mid
12313,Men,Middle,Mid
12314,Women,Middle,Low
12315,Men,Older,High
12316,Men,Middle,Mid
12317,Men,Middle,Mid
12318,Men,Older,Mid
12319,Men,Older,High
12320,Men,Young,Low
12321,Men,Older,Low
12322,Women,Middle,Low
12323,Men,Young,Mid
12324,Men,Older,Low
12325,Men,Young,High
12326,Men,Young,High
12327,Men,Young,Mid
12328,Men,Older,High
12329,Men,Young,Low
12330,Men,Young,Mid
12331,Men,Young,Low
12332,Men,Middle,Mid
12333,Men,Older,Mid
12334,Men,Older,Low
12335,Men,Older,Mid
12336,Men,Young,High
12337,Men,Older,Mid
12338,Men,Older,Low
12339,Men,Older,Mid
12340,Women,Middle,Mid
12341,Men,Young,Mid
12342,Men,Older,Low
12343,Men,Young,Low
12344,Women,Middle,High
12345,Men,Young,Mid
12346,Men,Young,Low
12347,Men,Older,Low
12348,Men,Older,Mid
12349,Men,Middle,High
12350,Men,Young,Low
12351,Men,Older,Mid
12352,Men,Young,High
12353,Men,Young,Low
12354,Women,Middle,Low
12355,Men,Middle,Low
12356,Men,Young,Low
12357,Men,Older,Mid
12358,Men,Older,Low
12359,Men,Young,High
12360,Men,Middle,Low
12361,Men,Young,Low
12362,Men,Middle,High
12363,Men,Young,Low
12364,Men,Young,Low
12365,Women,Middle,Low
12366,Men,Young,Mid
12367,Men,Young,Low
12368,Men,Young,Mid
12369,Men,Young,Low
12370,Men,Young,Mid
12371,Men,Older,Low
12372,Men,Young,Mid
12373,Men,Older,Mid
12374,Women,Middle,Mid
12375,Men,Older,Mid
12376,Men,Middle,Mid
12377,Men,Young,Low
12378,Men,Older,Low
12379,Men,Older,Low
12380,Men,Older,Low
12381,Men,Older,Low
12382,Men,Young,High
12383,Men,Young,Low
12384,Men,Middle,Low
12385,Men,Young,Mid
12386,Men,Older,Low
12387,Men,Older,Mid
12388,Women,Middle,Mid
12389,Men,Young,Low
12390,Women,Middle,High
12391,Men,Older,Mid
12392,Men,Older,High
12393,Women,Middle,Low
12394,Men,Middle,Low
12395,Men,Middle,Mid
12396,Men,Middle,Mid
12397,Men,Middle,Low
12398,Men,Older,High
12399,Men,Older,Low
12400,Men,Young,Low
12401,Men,Older,Low
12402,Men,Middle,Low
12403,Men,Young,Low
12404,Men,Young,High
12405,Men,Older,High
12406,Men,Older,Low
12407,Men,Middle,Low
12408,Men,Young,Mid
12409,Women,Middle,Low
12410,Men,Older,Low
12411,Men,Older,High
12412,Women,Middle,Low
12413,Men,Young,Mid
12414,Men,Young,Low
12415,Women,Middle,Mid
12416,Women,Middle,Low
12417,Men,Middle,High
12418,Men,Older,Mid
12419,Men,Middle,Low
12420,Men,Older,Low
12421,Men,Older,Mid
12422,Men,Young,Low
12423,Men,Young,High
12424,Men,Older,Mid
12425,Men,Young,High
12426,Men,Older,Mid
12427,Men,Older,High
12428,Men,Young,Low
12429,Men,Young,High
12430,Men,Young,Low
12431,Men,Older,Low
12432,Men,Middle,Low
12433,Men,Older,High
12434,Men,Young,Low
12435,Women,Middle,Low
12436,Men,Young,Low
12437,Women,Middle,Mid
12438,Men,Middle,Mid
12439,Men,Young,Low
12440,Men,Young,Mid
12441,Men,Middle,Mid
12442,Women,Middle,Low
12443,Men,Young,Low
12444,Men,Older,Mid
12445,Men,Older,Low
12446,Men,Middle,Mid
12447,Women,Middle,Low
12448,Men,Older,High
12449,Men,Older,High
12450,Women,Middle,Low
12451,Men,Young,Mid
12452,Women,Middle,Mid
12453,Men,Middle,Low
12454,Men,Young,Low
12455,Men,Middle,Mid
12456,Men,Older,High
12457,Men,Middle,Mid
12458,Men,Middle,High
12459,Women,Middle,Mid
12460,Men,Young,Low
12461,Men,Older,Mid
12462,Men,Older,Low
12463,Men,Older,Low
12464,Men,Young,Mid
12465,Men,Middle,Low
12466,Men,Young,Low
12467,Women,Middle,Low
12468,Men,Older,High
12469,Men,Older,Mid
12470,Men,Young,Mid
12471,Men,Older,Mid
12472,Men,Young,Mid
12473,Men,Older,High
12474,Men,Older,Mid
12475,Men,Young,Low
12476,Women,Middle,Low
12477,Men,Older,Low
12478,Men,Young,High
12479,Men,Older,Low
12480,Men,Young,Low
12481,Men,Young,Low
12482,Men,Older,Low
12483,Men,Middle,Mid
12484,Women,Middle,Low
12485,Women,Middle,Low
12486,Men,Young,High
12487,Men,Older,High
12488,Men,Middle,Mid
12489,Men,Older,High
12490,Men,Young,Mid
12491,Men,Older,Mid
12492,Men,Young,Mid
12493,Men,Middle,Mid
12494,Men,Older,High
12495,Men,Middle,Mid
12496,Men,Older,Low
12497,Men,Middle,Mid
12498,Men,Older,Mid
12499,Men,Older,High
12500,Women,Middle,Low
12501,Men,Older,Mid
12502,Women,Middle,Low
12503,Men,Young,High
12504,Women,Middle,Low
12505,Men,Older,Mid
12506,Men,Young,Low
12507,Men,Young,Low
12508,Women,Middle,Mid
12509,Men,Older,High
12510,Women,Middle,High
12511,Men,Middle,Mid
12512,Men,Older,Mid
12513,Women,Middle,Low
12514,Men,Young,Low
12515,Men,Older,Low
12516,Men,Older,Low
12517,Men,Older,Low
12518,Men,Young,Low
12519,Men,Older,High
12520,Women,Middle,Mid
12521,Men,Older,Low
12522,Women,Middle,Mid
12523,Men,Young,Low
12524,Men,Middle,Mid
12525,Women,Middle,High
12526,Men,Young,Mid
12527,Men,Middle,Mid
12528,Men,Middle,Mid
12529,Men,Young,Low
12530,Men,Older,Low
12531,Men,Older,Mid
12532,Men,Middle,Mid
12533,Men,Young,High
12534,Men,Young,Mid
12535,Women,Middle,Mid
12536,Men,Older,Mid
12537,Men,Middle,Low
12538,Men,Older,Mid
12539,Men,Older,Low
12540,Women,Middle,Low
12541,Men,Older,Mid
12542,Men,Middle,High
12543,Women,Middle,High
12544,Men,Older,Mid
12545,Men,Young,Low
12546,Men,Young,Mid
12547,Men,Young,Low
12548,Men,Middle,Low
12549,Men,Older,High
12550,Men,Older,Low
12551,Men,Middle,Mid
12552,Men,Middle,High
12553,Men,Older,High
12554,Men,Older,Low
12555,Men,Young,High
12556,Men,Older,High
12557,Men,Young,Low
12558,Men,Young,Mid
12559,Women,Middle,Mid
12560,Men,Middle,High
12561,Men,Older,High
12562,Women,Middle,Mid
12563,Men,Young,Low
12564,Men,Older,Low
12565,Men,Older,Mid
12566,Men,Young,Low
12567,Men,Older,Low
12568,Men,Older,Low
12569,Men,Middle,High
12570,Women,Middle,Mid
12571,Men,Older,Low
12572,Men,Young,Low
12573,Men,Older,Mid
12574,Women,Middle,High
12575,Men,Young,High
12576,Women,Middle,Low
12577,Men,Older,Mid
12578,Men,Older,High
12579,Men,Young,Mid
12580,Women,Middle,Low
12581,Women,Middle,High
12582,Men,Young,Low
12583,Women,Middle,Mid
12584,Men,Middle,High
12585,Men,Older,Low
12586,Men,Young,Mid
12587,Men,Young,Low
12588,Men,Older,Low
12589,Men,Young,Mid
12590,Men,Older,Mid
12591,Men,Older,Mid
12592,Women,Middle,Low
12593,Men,Middle,Low
12594,Men,Older,Low
12595,Men,Older,Mid
12596,Men,Older,Low
12597,Men,Middle,High
12598,Men,Older,High
12599,Women,Middle,Low
12600,Men,Middle,Mid
12601,Men,Young,Low
12602,Men,Young,Mid
12603,Men,Older,Mid
12604,Men,Older,Mid
12605,Men,Middle,High
12606,Men,Middle,Mid
12607,Men,Middle,Mid
12608,Women,Middle,Low
12609,Men,Young,High
12610,Men,Young,Low
12611,Men,Middle,Low
12612,Men,Older,Low
12613,Women,Middle,High
12614,Women,Middle,Low
12615,Men,Older,Low
12616,Men,Young,Low
12617,Women,Middle,Low
12618,Men,Young,Mid
12619,Women,Middle,Low
12620,Men,Young,Mid
12621,Women,Middle,Low
12622,Men,Young,Mid
12623,Men,Older,Low
12624,Men,Middle,Low
12625,Men,Older,Mid
12626,Men,Young,Low
12627,Men,Older,Low
12628,Men,Young,High
12629,Men,Older,Low
12630,Men,Young,Low
12631,Men,Young,Mid
12632,Men,Older,Mid
12633,Men,Older,Mid
12634,Men,Middle,Low
12635,Men,Young,Low
12636,Men,Older,Mid
12637,Men,Middle,High
12638,Men,Young,Low
12639,Men,Older,Mid
12640,Men,Young,High
12641,Men,Middle,Low
12642,Men,Young,Low
12643,Men,Middle,Mid
